reviews,Negatif,Netral,Positif
bang sandy senyum cinta,False,False,True
akwoakwoakwoakkk tengkyu uncle walsh sandywalsh,False,True,False
request min es krim populaire penutupnya gambar uncle walsh tertawa,False,True,False
emang lucu negri tertawa,False,True,False
cal sandy ba auto borong,False,True,False
mantap wkwk semoga hasil rapat meeting yah cak sandy jugaa senyum cinta keren sukses walls,False,False,True
tazmaniacha btw eskrim oreo enak banget min plissss senyum bintang senyum cinta,False,False,True
jd ba jugaa power of netizen inii wkwk,False,True,False
gara sandy tertawa,False,True,False
beneran jadiin ba bang eskrim nangis,False,True,False
min bungkus eskrimnya taro muka sandy kayak messi brand sebelah jajan walsh beli senyum cinta,False,False,True
sandy ice cream jd ba walls udh nunggu sih kpn si sandy dijadiin ba,False,True,False
wkwkwkk yg mampir gara² story bang sandy ice krim check,False,True,False
bungkus eskrimnya taro muka sandy,False,True,False
beneran dijadiin ba es cream walls tertawa,False,True,False
suka,False,False,True
kesukaankuu nihhh senyum cinta,False,False,True
favorite senyum cinta,False,False,True
enak bangett suka suka,False,False,True
tolong bikin es krim sandwich lagii nangis,False,True,False
min tolong sempetin liat postingan ig sayaphati yaaa ttg kakek yg jualan eskrim,False,True,False
mantap bagus,False,False,True
,False,False,True
kantor ai min temen suka,False,False,True
mao dikirim evodiaglobalsertifikasi seru nech abis pusing audit dpt pake dr wallsidn oreo_indonesia creamyyummywallsoreo,False,False,True
seru bgt mauu jg min senyum menangis,False,False,True
mantapp keren,False,False,True
min ice cream blast choco cheese udh jarang dimana,False,True,False
ga kebagian min keren,False,True,False
produksi plisssss enak bngtttt memohon nangis,False,False,True
makasi menciptakan es krim seenak nangis senyum menangis,False,False,True
hubunganx es krim ama game,False,True,False
hoaks mah gw abis beli kena gebuk ama temen gw gara gara fokus nikmatin enaknya es dibandingkan push rank,True,False,False
maksa bgt min ngehubungin lose streak es krim,False,True,False
main makan eskrim dibacotin gr gapernah turtle,False,True,False
nikmat yummy,False,False,True
woy balikin ice cream sandwich,False,True,False
kmoey nkodre afonl winsegggg modern suka,False,True,False
seneng banget walls kluarin es krim oreo kesukaankuu thank you walls suka,False,False,True
freezer es krim walls toko mati pagi mati es krim cair air solusinya sales dihubungi susah alasan,False,True,False
akumah mending jadiin bang sandywalsh eskrim jd baliat aja suporter militan timnas gimanagbk ja penuh pe k,False,True,False
balikinnn ice creamm dragonn poppp woii like sampe k dibalikin sih,False,True,False
fiqislmn_ bener banget termenung,False,True,False
enak,False,False,True
mystery box,False,True,False
boykot,True,False,False
bner bnerrr eskrim teruwenaaaaaaqqqq termurah sejagat rayaa senyum cinta,False,False,True
aaaa enak bnget bikin anakku nagihh,False,False,True
dr jaman wals terthebest smpenurun anakqu tertawa,False,False,True
favoritku choco magma tp sayang susah ditemukan choco lava gak suka kalo yg choco lava,False,True,False
kalo yg dagang dpt hadiah ya dr walls,False,True,False
kak wallsidn kalo jualan gk yaa,False,True,False
wallsidn harga mimin tulis disitu k k min sedih,False,True,False
enak senyum cinta,False,False,True
kembalikan eskrim sandwich,False,True,False
cek dm min wallsidn,False,True,False
min es krim yg dpt hadiah tgl brp min,False,True,False
kembaliman dungdung kacang ijo,False,True,False
permintaan kontak sales mohon respon ya dm,False,True,False
undian stik nih,False,True,False
bring back walls sandwich,False,True,False
pagi wallsdistributor walls diperumahan ijin usahanya ya asap polusi suara truk cukup mengganggu tetangga dimana mengajukan keluhan walls resmi,False,True,False
endorse sandywalsh min panggil sandy ice cream,False,True,False
giliran beli outlet udh beda harga kaget kentut,False,True,False
senyum cinta ice cream tetep wallsidn favorite,False,False,True
sandywalsh,False,True,False
kembalilan eskrim sandwich,False,True,False
kembalilan es krim sandwich,False,True,False
kembalikan walls sandwich keren,False,True,False
minaku dm ya,False,True,False
balikin ice cream sandwich sedih,False,True,False
min balikin eskrim walls sandwich vanilla enak banget kebawa mimpi min,False,True,False
_andinndhan_ udah ikuti akun ig nya tertawa,False,True,False
yummy bagus,False,False,True
segerrr banget astaga ngeborong sih ketemu warung nangis,False,False,True
senyum cinta bagus suka suka,False,False,True
coba kecil minum es mambo udah punah digantiin aja kali ya,False,True,False
,False,True,False
wow senyum cinta,False,False,True
wahh seger bangeet kayaknya,False,False,True
seger n murce senyum cinta,False,False,True
kak udah kirim stik bungkus paddle pop imajira tp blm yg meghubungi tertawa beneran gak sih kak hadiahnya,False,True,False
wafazoee q sdh kirim belum infonya pengumuman ni,False,True,False
udah indomaretalfamart belum min pengen cobaaa senyum cinta,False,True,False
aisyah kirain doang kak dtungguin ga d tlp tertawa,False,True,False
wallsidn gak tau min d hubungi tidak tertawa,False,True,False
dus min harganya,False,True,False
kalo eskrim sandwich serbu,False,True,False
beli warung jual nya rb tertawa,False,True,False
tulisan tp anak beli disuruh bayar termenung,False,True,False
tulisan faktanya warung jual harga protes sih warungnya karna beda harga kemasan tp ambil dr supplier kurang segitu gak jual harga harga ya ganti aja harga kemasan nya jelasgimana nih wallsidn permainan harga dimana wallsidn,False,True,False
warung min kaga kemurahan kali,False,True,False
reztyrez anjay tertawa wkkwkwk,False,True,False
_ryleemh wuiihhhhh,False,True,False
beli jersey ella dikirim jersey freya,True,False,False
kocak,True,False,False
palembang min,False,True,False
beli jersey dikirim freya sistem po erigo tau po,True,False,False
lukasputz_ bang dapet freya pesennya ella,True,False,False
klo bandung sampe tgl brpa min,False,True,False
mantapp,False,False,True
yaaah padang gaada min,False,True,False
lukasputz_ ak dapet hikmah nya bang,False,True,False
ga tgl nya,False,True,False
beli christy dapet freya gimana ceritanya tertawa,True,False,False
lukasputz_ bang po gita dateng freya,True,False,False
lukasputz_ udah sampe vol gembargembor diawal doang giliran komplen gak ngerespon si erigostore,True,False,False
erigo tour pontianak min,False,True,False
faizdaffamahendraaa freya yg kirim tertawa,True,False,False
kak berlanja kaos stiker kk,False,True,False
sampaikana nih min,False,True,False
gresik sampe min,False,True,False
medan nggak min,False,True,False
jakarta sampe ya min,False,True,False
tanggal nih,False,True,False
thamrin city sampe tanggal brp ka,False,True,False
jkt ampe,False,True,False
kak jakarta ga,False,True,False
ccm sampe tgl brpa min,False,True,False
denpasar min,False,True,False
manado nggak ya,False,True,False
udah foto nihhh min keren,False,False,True
gede banget kaget,False,True,False
potongan k min minimal belanja brp,False,True,False
otw dah,False,True,False
erigostore yoii,False,True,False
done hbs subuh lgsg gass tertawa,False,False,True
buka jam dipake jam,False,True,False
ninmna erigo yok,False,True,False
min udah x penasaran bangetttt foto vouchernya udah sesuai sk keren,False,False,True
mimhna yo,False,True,False
kapn jambi,False,True,False
membuka kemitraan kalimantan om,False,True,False
menyala min penuhin erigo kota kota besar keren bagus,False,False,True
erigostore kasih menyala erigo indonesia keren,False,False,True
orang ituu sistemnya gmn ya kak besok duluan antri kasir storenya,False,True,False
jogjaaaaaa keren,False,False,True
opening jam,False,True,False
erigo kualitasnya keren,False,False,True
emang pas udah gajian banget ya min senyum menangis greget,False,True,False
mainkannn,False,True,False
gokill keren,False,False,True
jam brp min,False,True,False
niceee,False,False,True
udh smpe jam menit udh habis aq hitung orang yg disitu ga kupon ny udh dibagiin duluan,True,False,False
tris_,False,True,False
diskonnya sampe tgl brp kak,False,True,False
bebas nana jungler gak,False,True,False
orang bebas bergerak kemana bebas menentukan pilihan hidupnya,False,True,False
bebas taat aturan keren bagus,False,True,False
bebas memakan apapun,False,True,False
diam mengisi energi bergerak berangkat nguli keren,False,False,True
bebas tak lepas apresiasi,False,True,False
bebas berexpresi bebas berpendapat bebasselera intinya bebas bergerak lingkup positif vibes keren bebas berstyle keren,False,False,True
kebebasan tidak perubahan arah baik,False,False,True
shap shap tertawa,False,True,False
bebas tau batas keren,False,True,False
orang jalan hidup nya bebas menentukan hidup menjalankannya orang mencela,False,True,False
satunya penjara nyata ketakutan satunya kebebasan nyata kebebasan takut beegerakbebas suka,False,True,False
bebas so fun,False,True,False
spill harga kak,False,True,False
next level polos kh,False,True,False
polosann senyum cinta,False,False,True
gilaa kereennn bangett keren,False,False,True
kerennmn,False,False,True
buruan rilis min sedih,False,True,False
gas angkutt keren,False,False,True
gemes gemes warnanya senyum cinta,False,False,True
nih offline store nya,False,True,False
ga sabar borong senyum cinta,False,False,True
ehhh kerennn senyum cinta,False,False,True
wowww keren bgt sih,False,False,True
yg polos polos jgn sampe loloss senyum bintang,False,False,True
yg hitaaaam senyum,False,False,True
heh erigo lauching ginian gasabarrr nangis senyum cinta,False,False,True
asikkk enak ni gak panas,False,False,True
guuuull,False,True,False
airy kaahh minn,False,True,False
keren mint,False,False,True
rilis min,False,True,False
nih keren senyum cinta,False,False,True
rilis minttttt,False,True,False
udh redy langsung co min,False,True,False
min order shopie ga jaket yg,True,False,False
gas min,False,True,False
keren banget sumpah mint,False,False,True
tunggu minnnn baju lengan panjangnya,False,True,False
cocok daily niih,False,False,True
behh keren keren,False,False,True
gak sabar banget,False,True,False
bagooss nih polos polosss kaget,False,False,True
apaniihhh malu,False,True,False
mauuuu,False,False,True
gemess bgt warnanyaaa memohon,False,False,True
rilis online store minttt,False,True,False
ehh tau penasaran bgtt,False,True,False
keren infokan size chartny,False,True,False
udah launching belom min,False,True,False
ko bagus bajunya sedih bagus,False,False,True
erigostore woaahh pantau,False,False,True
cepet rilis min udah bergerak bebas,False,True,False
rilis min,False,True,False
warna baju yg dipake si cewe senyum cinta,False,False,True
erigostore wokeh thanks min catat gaes,False,True,False
opoooo rekk sangar ngene,False,True,False
merdekaaa,False,False,True
kerennnn senyum bintang panas,False,False,True
polosannya lucu senyum cinta,False,False,True
arjunabls lets go sempurna,False,False,True
ahhh keren suka,False,False,True
nyaman siih otw beli senyum cinta,False,False,True
turun stasiun kak,False,True,False
langsung checkout,False,True,False
lengan panjang nya enak kayanya nih cahyanierna kali,False,False,True
saeeeeeeeee,False,False,True
afidunfajar_ gass,False,True,False
good job,False,False,True
udah checkout keren,False,False,True
pass keknya nihh tertawa inkasambuaga fayeriess,False,False,True
fayeriess lepas tangan kt wan nangis,False,True,False
mgrti akg ni parampuang,False,True,False
wohh michoyy,False,True,False
keti senyum cinta,False,False,True
kacau ba,True,False,False
stres,True,False,False
michiee cnyaa cuteeee senyum cinta,False,False,True
michie malu,False,False,True
waduhh senyum cinta,False,False,True
wkwk,False,True,False
gegabah lu min,True,False,False
jktmichie_ cakep amayy suka,False,False,True
bajunya doang keliatan orangnya kaga tertawa,True,False,False
biyung senyum cinta,False,False,True
michoyy senyum cinta,False,False,True
michie cathy senyum cinta,False,False,True
gak pangku sopan,False,True,False
otw beli nikmat,False,False,True
si cantikk suka,False,False,True
chargo putih menggoda tu min senyum cinta,False,False,True
cece bagus,False,False,True
putih coklat,False,False,True
omaga bingung,False,True,False
pangling bgt micoyy,False,False,True
bajunya polos aja ni min yg legan panjang,False,True,False
cakep banget si cee,False,False,True
info keranjang kuning min,False,True,False
langsung menyala michee keren,False,False,True
wow,False,True,False
uwuwuw,False,False,True
kerennnnn bangettt sihhhh jktmichie_,False,False,True
next gendis elin minnnnn,False,True,False
ngadi ngadi lu kopdol,True,False,False
kaciww keren apresiasi,False,False,True
celananya tipe ya,False,True,False
panutanq keren,False,False,True
erigo manado pindah min,False,True,False
erigo manado pindah,False,True,False
ukuran besar ap min,False,True,False
min kaos polos yg oversize nggak min,False,True,False
sekelas brand erigo barang udh cek out udh dibayar udh dichat ditanyain barang blm dikirim kirim giliran udh melebihin estimasi kirim dikabarin stock abis suruh ganti artikel artikelnya udh abis minggu war ckckck erigostore,True,False,False
riskidarma wkwkwk aneh emang,True,False,False
riskidarma kecewa sih barang belum dikirim sekalinya dikabarin pesanan gak lolos qc,True,False,False
tgl oktober jam minimal staff yg jaga outlet green pramuka square yg sopan dikit org beli dilayanin ogahan g mnta dilayanin ky raja cm pengen barang aja display yg udh dipegang org diplastikin bening kagak dikasih maen langsung bungkus plastik putih nota pake bon kosong nota resmi disitu ditulis klo g dikasi nota resmi barang gratis ngasih barang pas udh dibyar ky ogahan udah sabar loh g nada tinggi negornya tp emg sistem rekrutmen karyawannya ngasal ya bukti pembayarannya klo buktiin beli kacau deh ogah beli produk erigo,True,False,False
riskidarma wahhh doang kejadian kasusnya ga balasanya jelek bangat pelayanannya erigostore ga ga kerjasama malumaluin doang,True,False,False
boikoterigo,True,False,False
riskidarma giliran pengajuan pembatalan langsung tolak tertawa,True,False,False
riska_j njir gw jg bgtu alasannya sialan emang buang buang klo colab jkt ogah gw beli brand erigostore mending brand keren memukul,True,False,False
___rayaja serius ditolak protes adminya responnya gak banget,True,False,False
fryyex co etalase barangnya eh bilang stoknya habis gimana erigostore,True,False,False
erigostore kak,False,True,False
hrg,False,True,False
cek harga kak,False,True,False
harga min,False,True,False
harga,False,True,False
cek harga min pizzahutindonesia,False,True,False
kog gofood blm ya,False,True,False
sudaryantiwahyueka sabar donk tertawa bru jg launcing tertawa,False,False,True
yg regular brp min,False,True,False
ukuran pizzanya min,False,True,False
indahvictoria_ ikakaaaaaa,False,False,True
kq yg pilihan spliza skrg ga ya min,False,True,False
pizzahutindonesia td cek blm,False,True,False
erick_syahput keburu pingin nangis,False,False,True
sayang banget pizza hut cbd ciledug tutup kenangan nya sedih,False,False,True
opsi stuffed crust keju harga brp min pizzahutindonesia,False,True,False
bagus,False,False,True
info password wifi min tertawa,False,True,False
menu nya,False,True,False
enak super supreme,False,True,False
cm diameter pizza personal reguler min,False,True,False
kecewa pengalaman memesan pizza hut pesanan gagal metode pembayaran mencoba metode pembayaran sistemnya tidak mendukung parah menunggu menit voucher memesan ulang tidak masuk akal lapar pelayanan mengecewakan pengalaman pelanggan buruk mohon perbaiki sistemnya,True,False,False
klo beli salad yg dpt potongan harga klo sabtu jam brp ya jam mlm,False,True,False
kalo beli salad potongan diskon jam ya,False,True,False
min kecewa bngt beli pizza dikasihnya kyanya udah dimasak bner dingin bngt,True,False,False
banyakan bwg bombay tuh nyebelin,True,False,False
nampaknya lezat ngiler,False,False,True
daging kurangin bawang bombai nya tambahin keju nya nama nya pizza hut suka ok amanah me pizza hut indoneeia senyum cinta,False,False,True
banyakan bawang bombay daging gak rekomen menu bagus,True,False,False
enak banget sumpah ga boong hehe tertawa,False,False,True
tahta pizza yg best ya pizza hut,False,False,True
senyum cinta omgg,False,False,True
gmn jd mitra kerja,False,True,False
pizzahutindonesia suka,False,False,True
naiknya harga ugal²an tp ga sesuai expec,True,False,False
pizzahutindonesia hrga nya brp,False,True,False
pizza favorit tuna pizza nusantara enak banget sayang dagingnya,False,False,True
brp duit min,False,True,False
bangeeeeet keren,False,False,True
bill nya,False,True,False
pizza hut knp ya jam sampe skr ga tlppizza hut cirendeu min,False,True,False
baca dm min,False,True,False
harga brp min,False,True,False
yogiitaagiiana,False,False,True
keren,False,False,True
ayce donk,False,True,False
outlet pizza hut skarang klo pesan salad tidak ambil sendri kh outlet,False,True,False
harganya kak,False,True,False
kritik saran kemana ya,False,True,False
menunya phi bppn,False,True,False
regular pan harganya,False,True,False
rencana pesan tender beef triumph via gojek grab penasaran ku putuskan outlet nya langsung eehhh menu pizza belum kediri lha belum ya pasang gojek grab donk,False,True,False
reguler and large besar ya,False,True,False
pizzahutindonesia kalo beli sensasi duopromo tebus murahnya ga ka,False,True,False
bedanya sensasi dileght sensasi duo min pizzahutindonesia namanya sensasi delight ya,False,True,False
kalo menu hidangan roti selai keju nambah brp min pizzahutindonesia,False,True,False
hi kak bali sunsetroad,False,True,False
pizzahutindonesia terimakasih kak infonya,False,True,False
berlaku pizzahut juanda kah,False,True,False
padang berlaku,False,True,False
berlaku pizza hut sukabumi kak,False,True,False
maksi batas jam brp,False,True,False
pizza vegetarian,False,True,False
berlaku pizza pajajaran bogor ga,False,True,False
pizza pangkalpinang berlaku gak,False,True,False
pizza nya ukuran,False,True,False
ka menu sensasi hebat masi ga,False,False,True
kalibata berlaku ga min,False,True,False
jm ny g ka,False,True,False
ka promo jamnya terbatas ngga,False,True,False
kak alam sutera berlaku gak,False,True,False
pizza hut pemuda,False,True,False
sdh pajak blm min rb,False,True,False
jam berapah sampe jam berapah ya promonya,False,True,False
syarat ketentuannya aja ka takeaway ga,False,True,False
pizzahutindonesia banda aceh promonya kak,False,True,False
makanannya kak,False,True,False
weekend donk,False,True,False
ketentuan jam nya kak,False,True,False
berlaku outlet surabaya kah,False,True,False
dapet aja min,False,True,False
ka meni sensasi delight kah,False,True,False
ismailnugroho,False,True,False
pizza campur pasta,False,True,False
promo kakbuat rame²,False,True,False
_prabo,False,True,False
sampek kpn promonya,False,True,False
kak brlaku kendari yah kak,False,True,False
nyoba promo tp konfirmasi pizza hut nya promo berlaku senin sd kamis aja senang,False,True,False
promo berlaku resto bsd ga ka trs kalo nambah pinggiran toping engga,False,True,False
kak berlaku pizza hut tuban ya,False,True,False
pizzahutindonesia dumai riau msi min,False,True,False
disolo mangkuk pastanya gak digambarmalah kecil,True,False,False
berlaku dumai riau,False,True,False
tolong cek dm min,False,True,False
birthday gift tidak ulang trus deket rumah cabang pizza hut,False,True,False
_tsunade_chan tp bnr tau jd mirip kaya domino gk sih konsep nya keras dibikin crispy gtu tp gk doyan ya,True,False,False
fittdm iyaa pkoknya kualitas ny beda bgt ga kek dlu dlu wlaupun dbiarin hri ttep rotinya lmbut bru mnit udh keras,True,False,False
min promo ultah gak,False,True,False
izin komentar min favorit sekeluarga beli varian pizza tunamelt tp knp beli barusan udh beda rotinya tipis alot tunameltnya jg tipis bingit pdhal udh extra moza tp tetep gak molor loh pas tarik pdhal panas tuh masihsedih bgt klo gini sih btw aq belinya pizzahut banjarbaru sebrang lapangan murjani semoga depannya lbh baik yaa apresiasi,True,False,False
pizza hut lippo plaza kupang gk minpizzahutindonesia,False,True,False
pizzahutindonesia tidak beli menu claim promo ultah aja kak,False,True,False
pizza hut mega mall terima kasih bnyk y td udh kasi kue ultah ank sy dr pizzamoment haru sy ktika ank sy ultah tp sy tdk bikin kue ultah utk ank bujang sy tp berkat gratis pizza yg ultah sy bener terharu bgtsemoga pizza hut batam center sukses stafny yg ramah cekatan mkin sukses jgank sy happy bgt pizza ultahnya enakkk bgtttskli lg trima kasih pizza hut moment indah utk sy ank sy sopan sopan,False,False,True
cek harga dunk ka,False,True,False
pizzahutindonesia ok min makasih,False,True,False
promo november min,False,True,False
kibil_mahesa,False,True,False
ivanaannora_ naknyaa,False,True,False
kibil_mahesa,False,True,False
min emng beli salad gabisa ambil ya ga kaya ambil varian buahnya udah isinya semangka jelly doank so bad senyum menangis,True,False,False
anak ku ultah tgl nov promo ultah min krn anak ku pengen makan pizza katany senyum cinta,False,False,True
pizzahutindonesia baik terimakasih ka senyum cinta,False,False,True
kak cheese overload sdh ga menu app,False,True,False
min liat dm yaa,False,True,False
nanya kak besok engga ya pizza lmo nya paginya diorder jam sudha diantar,False,True,False
min cek dm ya,False,True,False
nov gak diskon,False,True,False
min klo pizza yg potong brp min yg panjang min,False,True,False
min daging asli campurann knapa daging pizza nya skrg tepung tertawa,True,False,False
aplikasi pizza hut ana pinggiran original ya,False,True,False
beli pizza kayak bantat ya gak medok,True,False,False
hi kakindriaja diinformasikan detail kendalanya dm bantu tidaklanjuti,False,True,False
phd_id ok,False,True,False
pizzahutindonesia spill hrganya min tertawa,False,True,False
min izin kasih masukan ya pembeli setia pizza hut umur th skrg umur th cuman bilang knpa pizza skrang roti nya bner keras kek batu udh dingin ga kek pas jaman th an dimana roti nya bner lmbuttlong dprbaiki ya kualitas nya bagus apresiasi,True,False,False
laper,False,True,False
iklan doang aslinya dagingnya seupik,True,False,False
promo discon tersedia,False,True,False
jujur pizza nya enak daging nya berlimpah tebel udh pesen x bbrp mengejek kasih gratis dooong miiinn,False,False,True
kemaren makan sm temen ribs nya enak halus gampang diambil nya kenyang will come back for more senyum cinta,False,False,True
senyum cinta enak nih,False,False,True
pizzahutindonesia discon salad pizza hut,False,True,False
apsijir_ kuy,False,True,False
senyum cinta enaaaak bgt,False,False,True
papihzafranzavier mauuuu,False,False,True
promonya nggak ya berdaging rewarding beli pan regular tender beef triumph gratis pan regular meatytukarkan sms pizza hut restoran myadsidph sk,False,True,False
tak sabar mencicipinya lezat,False,False,True
paket sensasi g min,False,True,False
beef o surprise nya daging nya dikit bgt pdhl fetuccine nya enak,False,False,True
min gue dm kagak d baca,False,True,False
promo kah min dine,False,True,False
asli ga bohong sih enak banget pizza varian barunya menahan sedih cinta senyum cinta,False,False,True
abigail_lestari bnr bgt kadang mkn lsg aja kaya beda,True,False,False
suka pizza,False,False,True
abigail_lestari betulll sekaliii,False,False,True
brapaan mim,False,True,False
yummmmmmy,False,False,True
abigail_lestari setuju bgt,False,False,True
cek dm,False,True,False
hi ka sensasi delight msh bs pesan,False,True,False
pizza hut ayo bkin cheesebite pizza lg ayo dine in lg tau ga sih anak mash kecil suka bgt makan disana kpn dine in yg dipsan bnyk yg uda ga djual sediih bgt sedih,True,False,False
pizzahutindonesia pizza ristorante dimana sih min hny ristorante menu smokey rib,False,False,True
paket sensasi gak tersedia ya min,False,True,False
min kesitu,False,False,True
kembalikan philly cheese steak min,False,True,False
halo dominos_id complain ya pesen aplikasi wa data uda sukses pemesanan take away buru daaaaan sampe store pesenanku ga dooong orang store toko bilang ga masuk uda pesen via wa yg tercantum kecewa bgtt ai parah niat buru biar simple aplikasi ga dipake mesen bolak donlot ulang tetep aja aplikasi error tolooooong yaaaa pelayanan buruk bad bad bad,True,False,False
sayangnya pakai app tinggal klik kirim alamat ga udh outlet nya tetep ga ya nyerah dech,True,False,False
papi duo rban min,False,True,False
app murah datanh oulet dah mahal ngantri kena zonk tertawa,True,False,False
min beda ht tc crunchy pan hm aplgi ya btw gmn si,False,True,False
ya sy nyoba enaknya mmg bagus ga cuman iklan sj tp top enak,False,False,True
dominos_id okk min trimakasih,False,True,False
dominos_id emang pengantaran menit jarak nya jauh ya emang terjauh jarak nya menit,True,False,False
kak tolong cek dm ya,False,True,False
nyoba kemarin beneran enak ngiler senyum,False,False,True
pelayanan dominos_id mojokerto buruk,True,False,False
fav banget pizza cheese kaya gini senyum cinta ngiler,False,False,True
izin kasi saran store yg pematang siantar tolong bilang karyawan nya higienis pekerjaan habis hitung uang cuci tangan pizza yg panggang tidak pakai sarung tangan langsung mata lihat iuh mual dominos_id,True,False,False
dominos_id oh min struk nya kirim dr dm yah cr tas,False,True,False
sumpah enak banget loh yg senyum cinta,False,False,True
lama banget pesanannya sedih,True,False,False
bangkeee,True,False,False
kecewaperdana rasain krain enk bgt beli mobil dbireuen yg buka dilhokseumawe aceh udh bli nya gk sesuai dksi,True,False,False
min cek dm beli pizza gk saos nya,True,False,False
peraturan skrg klo saos sambal kena charge rp sachet,False,True,False
siang dominos_id beli pizza box pizza nya bantet adonan nya nya kering kecewa foto pizza nya,True,False,False
dominos_id dmsilahkan lihat foto nya,False,True,False
dominos_id uk brp kak,False,True,False
aye domino,False,True,False
ga menu nya min aplikasi papi duo promo gak,False,True,False
is istiqomahbalya,False,True,False
wa dominos gaada ya,False,True,False
ngk buka d pangkalan kerinci dih jauh bnget beli pekan sedih,True,False,False
promo scan and win bohongan kali beli domino ga bs dscan bilangnya false,True,False,False
romaarmdhn sopan,False,True,False
kak aplikasi dominos pizza lg error kah gabisa dpt kode otp drtd nangis,True,False,False
sriellagisti pdhl pangkalan kerinci teramat ramai ya kak tertawa gpp pku aja beli nya jaman kak tertawa,False,True,False
aplikasinya sampah bgt si gabisa dibuka dr pagi buset,True,False,False
plis buka cabang pontianak sedih,True,False,False
dominos_id buka kalbar sopan memohon,False,True,False
admin tutorial donk gmna makan pizza medium dgn potong irisan saosnya cuman dikasih tertawa,True,False,False
buka cabang banyuwangi jatim kak,False,True,False
parah banget resto jakarta pusat ga bantu cancel rumah citra raya tangeranghabis omelin drive,True,False,False
beli langsung,False,False,True
gimana ya pesen dominos sawangan status nya belum terkirim udah kirim status nya orderan udah selesai disuruh kontak dominos nya bilang ga pesanan repot banget refund ribet pelayanannya gimana sih dilempar buang tenaga dominos_id grabfoodid grabid,True,False,False
bikin domino x keju recheeseeeee,False,True,False
buka cilacap min,False,True,False
enak sih gak kya video sedih,False,True,False
dominos_id gak read,True,False,False
skr hut bank cimb niaga yg salah merchant yg infokan utk cashback adl dominos pake qris via bank mandiri kasir alesan mulu alat dr mandiri ga krna tau klo pake bs diskon gmn siy tu kasir,True,False,False
sedih banget american all star nya udah gak favorite menunya ya dominos please kembalikan american all star ku sedih,True,False,False
promo oktober min,False,True,False
dominos_id kak varian mac n chesee gitu ya,False,True,False
payahh resto dominos_id ngk kmr mandi nya yg ngalamin samarinda kebelet pipis tpi bungkusan blm,True,False,False
size medium reguler,False,True,False
ka domino pizza paket ulang ga,False,True,False
cek dm please,False,True,False
yg ty syifa_rfh,False,True,False
dominos_id surprise in yg ultah aja ka gak ngadain acara klo pi,False,True,False
dominos_id tnks kk spil minumanya kk yg enak,False,True,False
dominos_id spil minumanya kk,False,True,False
dominos_id iya kk,False,True,False
dominos_id kalo beli doang brapa ka,False,True,False
min udh download aplikasi dominos tp gak msk email verifikasinya email,True,False,False
dominos_id email kak,False,True,False
dominos_id good service bagus langsung telp cs nya solved,False,True,False
ank ku yg bentar ulang senyum cinta,False,False,True
dominos_id papi duo promo kak,False,True,False
promonya min oktober,False,True,False
outletnya buka jambrpa ya,False,True,False
dominos_id ka promonya,False,True,False
harga perpizza brp yaa,False,True,False
min nama pizza yg viral min pengen cobain ngga tau namanya sedih,True,False,False
bilang nya gmna min kalo promo dismua gerai kah,False,True,False
jamal_alfkiir bilang nya beli promo papi duo,False,True,False
ultimate cheese enak menurutku,False,False,True
promonya ka,False,True,False
dominos_id oke mksh infonya ka,False,True,False
brp min,False,True,False
ultimate cheese,False,True,False
ultimate cheese pizza,False,True,False
tp ku td malam beli ga semelimpah sedih,True,False,False
please dominos_id improve your service at your kalibata citys outlet,False,True,False
satuan,False,True,False
dominos_id wawww seru makan bareng keluarga kaget,False,False,True
papi trio yg ka,False,True,False
dominos_id coba yg no beda sm yg video,False,True,False
american pie aja tertawa,False,True,False
ga volcanoooo,True,False,False
dominos_id tuna delight beneran discontinue nggak aja kecewa pizza favorit,True,False,False
brp hrg,False,True,False
dominos_id ga min enakan tuna deligjt loh,False,True,False
papi trio,False,True,False
spreme cheese pie pav anakku tolong dominos_id jgn ilangin menu anakku gtm anakku dirawat rs maunya makan domino supreme cheese aja,False,True,False
no no setujuuu bagus,False,False,True
henhenhenhens enakan kak,False,False,True
dominos_id bedanya ultimate cheese melt pie supreme cheese kak,False,True,False
verenaprilianii klo suka kejuuuuu banget saran coba yg ultimate cheese,False,False,True
min papi viral gada ya,True,False,False
,False,True,False
min papi duo masi berlaku,False,True,False
dominos_id ukurannya min,False,True,False
dominos_ ukuran min,False,True,False
engk promo pizza yg min,False,True,False
dominos_id cusss pesen kakak senyum cinta,False,False,True
udah yg fav bgt yg nomor omg enak bgttt udah bgt pesan suka suka suka,False,False,True
brapa ya kak,False,True,False
dominos_id promo ga kak,False,True,False
promo,False,False,True
makan gk habis take way gk kk,False,True,False
papi duo medium dapet pizza paketnya g min isinya varian,False,True,False
dominos_id ketigah tigahnya kk,False,True,False
ketigah tigahnya kk,False,True,False
brp an kak,False,True,False
enak semuaa keren,False,False,True
ga promo beli dg potongan harga ya,True,False,False
dominos_id papi duo pizza nya milih gimana,True,False,False
spil harganya kk,False,True,False
dominos_id tnks kk,False,True,False
dominos_id papi duo medium,False,True,False
so yummy,False,True,False
ih nahh ribu sih senang sedih lillah,False,False,True
hannalillah gasss tertawa,False,True,False
enakk banget gak doyan pizza aja doyan banget pizza domino chesse nya enak gak bikin eneg senyum cinta,False,False,True
please yg berapaan,False,True,False
alineoktaviane terimakasih min infonya pulang kerja cuss dominos,False,False,True
pengen trippinjann,False,False,True
